Store Name,Address,latitude,longitude
"Plaza Merdeka, Kuching","Lot G-46 Ground Floor,Plaza Merdeka,88,Jalan PearlSarawak 93000",1.5585742,110.344017
AEON Seri Manjung,"Lot G65, AEON Seri Manjung Shopping CentrePusat Perniagaan Manjung Point 3,Perak 32040",4.2195196,100.671133
Tanjong Tokong DT,4-G Jalan Pantai MolekTanjung TokongPenang 10470,5.4461574,100.3062489
Reserve Bukit Bintang Junction,"Part of Ground & Mezz Floor,Wolo Hotel, Corner of Jalan Bukit Bintang & Jalan Sultan Ismail,Kuala Lumpur 55100",3.1471937,101.7114942
SOHO KL,"Unit J-0G-01,SOHO KL, Solaris Mont Kiara,Kuala Lumpur 50480",3.1751933,101.6601275
Gurney Paragon,"Lot G30Gurney Paragon Mall,Penang 10250",5.4357127,100.3108976
Lotus’s Tebrau DT,"Lot No. G7 & G8, Ground Floor,Lotus's Desa Tebrau, No 1,Persiaran Desa Tebrau,Johor 81100",1.5477742,103.7935549
Petronas Lingkaran Karak  DT,"Lot PT, 6075 H.S(M),Lebuhraya Kuala Lumpur - KarakSelangor 68100",3.139003,101.686855
Port Dickson DT,"Port of HS(D) 8376 PT 74Persiaran Waterfront, PD WaterfrontN.Sembilan 71000",2.5208366,101.8000423
Avenue K,"G-7, Ground Floor,Avenue K,156Kuala Lumpur 50450",3.1592485,101.7140833
Taman Connaught,"2, Ground Floor,Jalan Menara Gading 1, Taman Connaught,Kuala Lumpur 56000",3.0806584,101.7328616
Puteri Harbour,"Lot 1D, Ground FloorLittle Red Cube,Persiaran Puteri Selatan,Johor 79000",1.4166916,103.6569844
Wisma UOA,"19-1-2, Ground Floor,UOA Centre,Kuala Lumpur 50450",3.1437074,101.697549
AEON Kulaijaya,"Lot G68, Ground Floor,AEON Mall Kulaijaya, PTD 106273, Persiaran Indahpura Utama, Bandar Indahpura,Johor 81000",1.639685,103.617542
Sunway Tambun DT,"Part of Lot HS(D) KA 72917,PT146136 (Plot 10) of Mukim Hulu Kinta, Daerah Kinta,Perak 31150",4.6413935,101.1532421
Kluang Mall,"Lot No. G-10, Ground Floor,Kluang Mall, Jalan Rambutan, Bandar KluangJohor 86000",2.0400737,103.3205798
Club Nexu5,"Lot F&B 01, Ground FloorClub Nexu5,Kuala Lumpur 59200",3.1096845,101.6656385
Imperial City Mall,"PICM-GF11, PICM-GF11a & PICM-GF11b, Ground Floor,Permaisuri Imperial City Mall, Jalan MerpatiSarawak 98000",4.4005194,113.9906578
Petronas Bayu Senibong DT,"Lot PTD 173047,Taman Bayu Senibong, Mukim Plentong,Johor 81750",1.501463,103.821039
Genting Permai DT,"Lot 21078, Jalan Permai 2Genting Permai AvenuePahang 69000",3.3869167,101.7740384
Kota Kemuning DT,"Part of Lot PT128300,Jalan Anggerik Vanila,Kota KemuningSelangor 40460",3.0048777,101.5371543
Main Place,nullnullSelangor 47630,37.9701535,-87.3612205
TPM DT,"Wisma Scope International, PT15084,Jalan Teknologi MalaysiaKuala Lumpur 57000",3.0545644,101.7041409
Encorp Strand,"Lot G-08 & G-09, Ground FloorEncorp Strand Mall, No.1 Jalan PJU 5/23, Encorp StrandSelangor 47810",3.1555748,101.5938343
Medan Gopeng,"Lot 200A,Burger Houz, Jalan Raja Dr. Nazrin Shah,Perak 31350",4.572357,101.1128859
AEON Bukit Mertajam,"Lot G08 & G08A,AEON Bukit Mertajam, Jalan Rozhan, AlmaPenang 14000",5.3204299,100.4783255
Lotuss Kepong DT,"G1&G2, Lotus's Kepong,No.3 Jalan 7A/62A,Bandar ManjalaraKuala Lumpur 52200",3.1927099,101.6327506
Burma Road,"No. 403-A,Jalan Burmah,Penang 10350",5.4318238,100.3110806
Sri Pinang DT,"Lot L1-1, L1-2, L1-3 & L2-1,Maritime, No.29C, Lebuh Sungai Pinang5, JelutongPenang 11600",5.3984444,100.3283921
MBC Tower,"Menara Bumiputra CommerceNo.11, Jalan Raja Laut,Kuala Lumpur 50100",3.1553184,101.6952657
Bandar Puteri DT,"Lot TC-05, IOI Galleria @ The Cube,No. G-2, Jalan Puteri 7/13A Bandar Puteri,Selangor 47100",3.0181992,101.6240317
Quill City Mall,"G-13, Ground Floor, Q-City MallJalan Sultan Ismail Kuala LumpurKuala Lumpur 50250",3.1596807,101.7002115
Menara Binjai,"Unit No. G-02, Ground Floor,Menara Binjai,Kuala Lumpur 50450",3.1528538,101.7098272
AEON Taiping,"Lot G08, Ground Floor,AEON Mall Taiping, Jalan KamuntingPerak 34600",4.8726143,100.7290344
IOI City Mall,"Unit GE-2, Ground Floor,IOI City Mall,Putrajaya 62502",2.9697004,101.7131489
The Shore,"GF-10,he Shore Shopping Gallery, Jalan Persiaran Bunga Raya,Melaka 75300",2.2019063,102.2503166
Taman Molek,"Lot No. 21 (G) & 21-1,Jalan Molek 3/20, Taman MolekJohor 81100",1.5197593,103.7841097
Danga Bay,"Sales Gallery, Lot PTB 22056,Danga Bay,  Jalan SkudaiJohor 80200",1.4644805,103.7267093
"Tin Village,Kampar","Lot No. 5&6, Ground Floor,Tin Village Mall,Perak 31900",4.3280664,101.1469817
Sunway Pinnancle,"GL-1 Ground Floor Lobby The Pinnacle,Persiaran Lagoon Selatan, Bandar Sunway UEP,Selangor 46150",3.0701823,101.6100486
Damasara Perdana,"A-LG-03, Lower Ground Floor,Qliq Hotel, Empire Damansara, Jalan PJU 8/8,Selangor 47820",3.1658102,101.6120104
SDMC Subang Jaya,"Lot G7, Ground Floor,Mediplex, Sime Darby Medical Centre, No. 1, Jalan SS 12/1a, SS12,Selangor 47500",3.0797713,101.5938418
Shell Bandar Seri Alam DT,"Lot S1, Ground FloorPTD 220529, Persiaran Seri Alam,Bandar Seri Alam,Johor 81750",1.5084265,103.8673789
Imago Times Square,"Lot G33B & G33C, Ground Floor,Imago, KK Times Square, Off Coastal Highway,Sabah 88100",5.9708621,116.0663544
Icon City DT,"Ground & Mezzanine Floor,No1, Jalan Icon City, Icon CityPenang 14000",5.3445721,100.4351506
Citta Mall,"Lot No. G-15, Ground Floor,Citta Mall, No. 1, Jalan PJU 1A/48, PJU 1A, Ara Damansara,Selangor 14000",3.1121867,101.5790712
Atria Shopping Gallery,"No. G39, Ground FloorAtria Shopping Gallery, Jalan 22/23, Damansara JayaSelangor 47400",3.1270963,101.6165176
Batu Ferringhi,"No. 69,Jalan Batu Ferringhi,Penang 11000",5.465368900000001,100.2420942
Komtar JBCC,"Lot No. 239, Level 2Komtar, Johor Bahru City CentreJohor 80000",1.4620887,103.7636735
Ansa,"Lot 0.3, Ground FloorPiccolo Hotel, 101,Kuala Lumpur 55100",3.1468611,101.7121225
KLIA Contact Pier,"Lot No. CP 20Contact Pier International,Selangor 64000",2.7545553,101.701464
Lotuss Jenjarom,"No. G6, Ground Floor,No. 1, Jalan 1/1, Taman Seri Jaromas,Selangor 42600",2.8774838,101.5022832
Aman Central,"Lot G36 & G-70, Ground Floor,Aman Central Mall, Jalan Sekerat, Kampung Lubok Peringgi,Kedah 05150",6.124969699999999,100.3664572
AEON Klebang,"Lot G05, Ground Floor,AEON Mall Ipoh Klebang, Lot 12080, Klebang Perdana,Perak 31200",4.676898599999999,101.122755
Alor Setar DT,"Bangunan Starbucks Coffee, Lot 2487 – 2490,Jalan Alor MengkuduKedah 05400",3.1459204,101.7089731
VivaCity Megamall,"Unit G-073B & G-073BS,  Ground Floor,Vivacity Megamall, Jalan Wan Alwi,Sarawak 93350",1.5265568,110.3696401
Seri Austin DT,Jalan Seri Austin 1Taman Seri AustinJohor 81100,1.579272,103.7493912
Da Men,"Lot G18, Ground Floor,Da Men, USJSelangor 47500",3.0578817,101.5933382
Kota Laksamana DT,"Bangunan Starbucks Coffee,Taman Limbongan IndahMelaka 75200",2.2039779,102.2218971
Menara TA One,"Ground Floor, Menara TA One22, Jalan P. Ramlee,Kuala Lumpur 50250",3.1565305,101.7097635
Muar Bakri,"Lot No. PTB 16019,  Ground FloorJalan BakrJohor 84000",2.0478127,102.5926567
Sunway Pyramid 3,"SP3G001, Ground Floor,Sunway Pyramid 3, No. 3, Jalan PJS 11/15, Bandar SunwaySelangor 47500",3.0727824,101.6075529
KKIA Landside,"L1L10, Level 1 (Landside)Terminal 1,Sabah 88740",5.9243739,116.0503624
Raja Uda DT,"No. 7, Butterworth Business City Centre, JJalan Raja UdaPenang 12000",5.438030899999999,100.388192
D Pulze,"G28, D PULZE Shopping Centre,Lingkaran Cyber Point Timur, Cyber 12,Selangor 63000",2.9220548,101.650968
Mines City DT,"L3-19AP, Level 3The Mines Jalan Dulang, MINES City Resort,Selangor 43300",3.028268,101.7186151
Petronas Equine Park DT,"Petronas Station Equine Park 1,Mukim Petaling,Selangor 43300",2.9947594,101.6759635
Bandar Seri Alam DT,"No. 8, Jalan SuriaBandar Seri AlamJohor 81750",1.4967033,103.8719281
Lotus’s Bdr Bkt Puchong DT,"Lot G1, Ground Floor,Lotus's Bandar Bukit Puchong,Bandar Bukit Puchong, 47120",2.9824247,101.6174576
Sibu Pedada,"Lot 3047, Block 3Jalan PedadaSarawak 96000",2.2892209,111.8329513
Ampang DT,"Lot 4258 & 4259,Jalan AmpangKuala Lumpur 50450",3.1594418,101.743405
Labuan Airport Lot,"No. L1L06, Level 1, Labuan Airport,alan Tun Mustapha, Taman Sec Airport,Sabah 87015",5.2944376,115.2492503
IOI Kulai DT,"Lot No. G-OSE3/5/6, Ground Floor,IOI Mall, Lebuh Putra Utama, Bandar PutraJohor 81000",1.6687293,103.6545101
Amcorp Tower,"G-01, Ground FloorAmcorp Tower, 18 Persiaran BaratSelangor 46050",3.0954028,101.6407705
Segamat Sri Utama,"Lot 25, Jalan Utama 3/2,Pusat Komersial Sri Utama,Johor 85000",2.5141133,102.8216481
Marina Park City DT,"Lot 2255, Jalan Marina 3,Marina ParkCitySarawak 98000",4.3893708,113.9811511
Petronas Federal Highway DT,"Petronas Station Temasya, KM 18.5,Lebuhraya Persekutuan (Arah KL), Seksyen U1,Selangor 41050",3.0836361,101.5073463
Design Village,"Lot G30, Design Village Outlet Mall733, Jalan Cassia Barat 2Penang 14100",5.244103099999999,100.4373108
Sunway Velocity,"Lot G-27, Ground Floor,Sunway Velocity Mall, Jalan Peel,Kuala Lumpur 55100",3.1269582,101.7246162
Reserve Publika Shopping Gallery,"Lot 42, Level G2,Publika Shopping Gallery, Solaris Dutamas,Kuala Lumpur 50480",3.1711671,101.6662111
PJ8,"No. 21, Jalan Barat,Petaling JayaSelangor 46200",3.1013467,101.6405834
Senai Airport,"Lot S11, AeroMall,Senai International Airport,Johor 81250",1.6358957,103.6658887
RHB Centre,"Lot 1, Ground Floor,Tower 1, RHB CentreKuala Lumpur 50400",3.139003,101.686855
UOA Pantai,"Unit G-2, Ground Floor,Wisma UOA Pantai, No. 11,Kuala Lumpur 59200",3.115523,101.6653447
MyTown,"G-026 & G-E-026, Ground Floor,MyTOWN Shopping Centre, No.6,Kuala Lumpur 55100",3.1348631,101.7228429
Lebuh Ampang,"Lot G1, Ground Floor,Lot 104, Seksyen 12,Kuala Lumpur 50100",3.1526857,101.6968667
Jelapang Square DT,"Lot Besar 392323,  Pusat Komersial Jelapang,Jelapang, Ipoh, Mukim Hulu Kinta,Perak 30020",4.6417762,101.0623738
Lotus’s Melaka DT,"Lot L45, Ground Floor,Lotus's Melaka,   No. 1, Jalan Tun Abdul Razak,Melaka 75400",2.218515,102.246606
Platinum Park,"Unit 1.2, Menara Felda,Platinum Park, No.11,Kuala Lumpur 58200",3.1553585,101.7187504
Masjid Jamek,"Lot No. K1,Concourse Level Masjid Jamek Station,Kuala Lumpur 50100",3.1496647,101.6966602
UOA Business Park,"Unit 1-1 Level 1, The Podium,Tower 3,UOA Business Park, No.1, Jalan Pengaturcara, U1/51A, Seksyen U1, 40150,Selangor 40150",3.0856537,101.5869007
ECO Boulevard,"No. 84 & 84A Jalan Eko Botani 3/2,Taman Eko Botani,Iskandar Puteri 79100",1.439653,103.619568
Menara Etiqa,"Lot 1.1, Menara Etiqa,No.3, Jalan Bangsar Utama 1,Kuala Lumpur 59000",3.1271688,101.6781082
Batu Pahat DT,"PTD 48032, Persiaran Flora Utama,Taman Flora Utama,Batu Pahat 83000",1.8670914,102.948552
Juru R&R DT,"No.2, Lorong Setia Sentral 2,Pusat Perniagaan Setia Sentral,Penang 14000",5.3547027,100.4180569
Intermark,"Lot G-02 & G-03B, Ground Floor,Intermark Mall, The IntermarkKuala Lumpur 50400",3.1616636,101.720355
Reserve Paradigm JB,"Lot GF-73A, Ground Floor,Paradigm Mall,Johor Bahru 81200",1.5158559,103.6848319
Arcoris Mont Kiara,"Lot G-1, Ground Level @ Arcoris,No. 10, Jalan Kiara,Kuala Lumpur 50480",3.168034,101.6524779
Reserve Desa Park City,"Lot GF-03, Ground Floor,The Waterfront @ Parkcity, No.5, Persiaran Residen,Kuala Lumpur 52200",3.1876129,101.6271265
Tasek DT,"Temp Add: Lot 382914 - 382921, Jalan Tasek Mutiara 1,Pusat Perdagangan Tasek Mutiara,Bdraya Ipoh 31400",4.6536627,101.1088531
Amanjaya DT,"No.3, Jalan Cempaka 2/3,Amanjaya Square,Kedah 08000",5.6705217,100.5081024
Damansara City Mall,"L1-01 & L2-01 (Duplex), 1st Floor,Damansara City Mall, D'sara City,Kuala Lumpur 50490",3.1455556,101.6625
Solaria Square DT,"2-G-23-03, Medan Rajawali,Solaria Square,Penang 11900",5.299578,100.2657267
Berjaya Central Park,"Lot 1-1-1A, Menara Bangkok Bank,Laman Sentral Berjaya,Kuala Lumpur 50450",3.1562439,101.705369
AEON Kuching Central,"Lot G31, Ground Floor, AEON Mall Kuching Central,No.88, Jalan Datuk Patinggi Haji Ahmad Zaidi Adruce,Kuching 93200",1.5274667,110.3373929
Wangsa Walk,"Lot G-26 & AG-26, Ground Floor, Wangsa Walk Mall,Wangsa Avenue, No.9, Jalan Wangsa Perdana 1,Kuala Lumpur 53300",3.1982958,101.7420546
Reserve Four Season,"Lot 1, Ground Floor at Shoppers at Four Seasons Place,No. 145, Jalan Ampang,Kuala Lumpur 50450",3.1581663,101.7135536
Bandar Tasek Selatan LRT,"Bandar Tasik Selatan LRT Station,Lot S4, Federal Territory of Kuala Lumpur,Kuala Lumpur 57100",3.0760225,101.7112762
KPJ Sabah,"KPJ Sabah Specialist Hospital,Lobby A, Lot No. 2 & 3,Kota Kinabalu, 88300",5.967136399999999,116.093055
Petron Cheras DT,"No. 1A, Starbucks Kafeteria,Lot  27680A, Jalan Cheras,Kuala Lumpur 56100",3.1075776,101.73063
Lotus’s Kota Bharu,"G1 & G2, Ground Floor, Lotus's Kota Bharu,Lot 1828, Seksyen 17, Bandar Kota Bharu,Kelantan 15050",6.114364699999999,102.232261
Alam Damai,"No. 21, Ground Floor,Jalan Alam Damai Niaga 1,Kuala Lumpur 56100",3.066629,101.7436341
Eko Cheras,"LG-11, Lower Ground Floor,Eko Cheras Mall,Kuala Lumpur 56000",3.0926782,101.7394614
KL Eco City Mall,"Lot UG-25 & UG-26, Level UG, KL Eco City Mall, Pantai Baru,Kuala Lumpur 59200",3.1193533,101.6741901
Penang Sentral,"Lot 3-16, Level 3,Penang Sentral,Penang 12000",5.394979699999999,100.3653178
Kulim Central,"Lot GF-08, Ground Floor,Kulim Central, Jalan KLC Satu (1)Kedah 09000",5.3859887,100.5464239
Tapah R&R (SB),"Lot TPHSB-C05,Tapah RSA Southbound, Lebuhraya Utara-Selatan,Perak 35000",4.1773685,101.2901758
All Seasons Place,"6G-1-17, Level 1,, All Season Place, Air ItamPenang 97000",5.396342499999999,100.2904981
Malim Jaya DT,"Lot 2610,Mukim Buchang,Melaka 75400",2.2187664,102.2519308
KPJ Tawakkal Hospital,"Lot 202A, Level 1,KPJ Tawakkal Health CentreKuala Lumpur 53000",3.1771496,101.6997576
Sunway Giza,"G.05, Block DSunway Giza MallSelangor 47810",3.1508855,101.5917163
Kota Bharu Mall,"G26 & G26A, KB Mallalan Hamzah, Section 16,Kelantan 15050",6.1173701,102.2407589
Gurun R&R (NB),"Lot GRNNB-C01, Gurun RSA Northbound,Lebuhraya Utara-Selatan,Gurun 08300",5.8093997,100.4920646
Oasis Damansara,"R11, Oasis Damansara,No.2, Jalan PJU 1A/7A,Petaling Jaya 47301",3.1148184,101.574914
Shaftsbury Avenue DT,"G-12, Ground Floor, Shaftsbury Putrajaya,Presint 1, Bandar Putrajaya,Wilayah Persekutuan Putrajaya 62100",2.9388906,101.7133708
Petronas Sg Besi-Puchong DT,"Petronas Station Sg Besi-Puchong Bypass,Lot PT 17732-17740, Sungai Besi-Puchong Bypass (Kinrara),Puchong 47100",3.0503741,101.6286669
The Spring Bintulu,"Lot G42A, Ground Floor,The Spring Bintulu,Bintulu 97000",3.1811596,113.034922
Central I-City,"LG-12, Lower Ground Floor,Central I-City Shopping Centre,Shah Alam 40000",3.0624082,101.4817408
Sandakan DT,"Lot 1, Phase 2, Utama Place 3,Mile 6, Bandar Utama,Sandakan 90000",5.8648903,118.0569824
SEAFEST Semporna Sabah,"Lot 23, Lot 24 & Plaza A, Ground Floor,Seafest Commercial Complex,Semporna 91308",4.4791643,118.6182809
Jesselton Point KK,"LB-02, Ground Floor,Jesselton Duty Free Mall,Kota Kinabalu 88000",5.9887991,116.078363
Reserve Southkey Megamall,"G-002, Ground Floor,Southkey Megamall,Johor Bahru 80150",1.4988689,103.7788849
Caltex Juru R&R DT,"Retail Area 2, Juru Caltex Layby Northbound,Lot 4291, Mukim 6,Penang 13600",5.315163,100.444919
Sunsuria Forum,"Lot C01, Ground Floor,No.1, Jalan Setia Dagang AL U13/AL,Shah Alam 40170",3.1053889,101.4674124
Ayer Keroh R&R,"AKHNB CL4,Ayer Keroh RSA Northbound,Alor Gajah 78000",2.394557,102.2239721
Rimbayu DT,"Part of Lot 36309,Mukim Tanjong Duabelas,Kuala Langat 42500",2.9409583,101.5353448
Banting Business Centre,"No. 1-G, Jalan Cemerlang,1A, Pusat Perdagangan Banting,Banting 42700",2.8124633,101.5080056
Thomson Hospital Kota Damansara,"Ground Floor Main Entrance (underneath escalator), 11,Jalan Teknologi,Petaling Jaya 47810",3.1490226,101.5788003
Caltex Melawati,"Caltex Taman MelawatiLot 14855, Jalan Bandar 4,Kuala Lumpur 53100",3.2111507,101.7522335
Mall of Medini,"Lot Outdoor Cafe,Ground Floor, Mall of Medini,Nusajaya 79200",1.4290229,103.6331061
Bangi Gateway,"Lot G-11 & G-12, Plaza Bangi Perdana,Seksyen 15,Bandar Baru Bangi 43650",2.931846,101.7643431
Reserve Tropicana Gardens,"Lot G-22, Ground Floor, Tropicana Gardens Mall,Jalan PJU 3/21,Petaling Jaya 47410",3.1487845,101.5947374
Toppen (Ikano JB),"L1.52, level 1, TOPPEN Shopping Centre,No.33, Jalan Harmonium,Johor Bahru 81100",1.5677202,103.792333
AEON Shah Alam,"Lot G07, Ground Floor, Aeon Mall Shah Alam,Jalan Akuatik 13/64,Shah Alam 40100",3.0762788,101.5479045
Bayan Baru,"Lot 73-1-3, Ground Floor, Ideal @ The One,Jalan Mahsuri,Bayan Lepas 11950",5.327131,100.285339
Lotus’s  Kuala Selangor,"Lot No. 26 & 26 (External Seating), Ground Floor, Lotus's Kuala Selangor,No. 2, Jalan Tiara 1, Medan Niaga Kuala Selangor,Kuala Selangor 45000",3.319688,101.2706832
Sunway Citrine,"Lot G-08, Ground Floor, HAB Citrine,Persiaran Medini 3,Iskandar Puteri 79250",1.4182856,103.6346205
Petronas Skudai R&R DT (NB),"Petronas Station R&R Skudai Arah Utara,Plot 10, Kawasan R&R Plus Skudai Arah Utara,Skudai 81300",1.579446,103.6504454
Bagan Ajam DT,"1, Lorong Oren,Pusat Perniagaan Oren,Butterworth 12200",5.4429108,100.3835905
MSU University,"S0210, Management & Science University,University Drive, Off Persiaran Olahraga,Shah Alam 40100",3.0779462,101.5527485
Kuala Terengganu Airport (Landside),"Lot No. L1L12, Level 1 (Landside),Sultan Mahmud Airport,Kuala Terengganu 21300",5.379150699999999,103.1053815
Caltex USJ 16,"Lot 48730 (PT569),Caltex USJ 16,Subang Jaya 46000",3.03367,101.578065
Jade Hill DT,"Persiaran Puncak Utama,Jade Hills,Kajang 43000",2.9940966,101.7480508
Botanica DT,"Lot 987 & 988,Jalan Sungai Rusa, Mukim 4,Pulau Pinang 11000",5.3819329,100.2139242
Conezion Putrajaya DT,"Blok A1, CONEZION,IOI Resort City,Putrajaya 62502",2.9653768,101.720959
Tasek Central,"Lot 2-34 & 2-35, Level 2, Plaza Tasek,No.2, Jalan Pendekar 16,Skudai 81300",1.5144949,103.6558659
KL East Shopping Gallery,"Lot G1-39 & 41, Ground Floor 1, KL East Mall,Jalan Lingkaran Tengah 2,Kuala Lumpur 53100",3.2253685,101.7298059
Alor Setar Airport,"Lot No. MTD01/C, Level 1, Departure Level,Sultan Abdul Halim Airportnull 06200",6.1919917,100.3950674
United Point,"Unit G-25, Ground Floor, Pusat Perdagangan Berpadu (United Point),No. 10, Jalan Lang Emas,Kuala Lumpur 51200",3.1908603,101.653376
Reserve Eco Majestic DT,"No 1-9, Jalan Eco Majestic 10/1,Eco Majestic,Semenyih 43500",2.9132883,101.83823
